Name,Address,Pin,Phone,Mobile,Email,Website,Contact Person,Purpose,Aim/Objective
"Markazul Maarif Education & Research Centre, Mumbai","Patliputra Nagar, Masjid Complex, Oshiwara New Link Road, Jogeshwari (W)
Mumbai","400102
Maharashtra",91-22-26798538,91-98695 13815,rizwaanqasmi@yahoo.com,http://www.markazulmaarif.org,Rizwan Ahmad Qasmi,To make net work among the NGOs to make more benificial for the society.,"Art & culture, children, civic issues, disaster management, education & literacy, environment & forests, health & family welfare, human rights, information & communication technology, legal awareness & aid, minority issues, right to information & advocacy, rural development & poverty alleviation, scientific & industrial research, science & technology, urban development & poverty alleviation, vocational training, women’s development & empowerment, youth affairs, any other Assam, Bihar, Maharashtra, West Bengal Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhubri, Goalpara, Hailakandi, Kamrup, Karimganj, Lakhimpur, Marigaon, Nagaon, Nalbari, Araria, Madhepura, Madhubani, Saharsa, Sheohar, Supaul, Mumbai, Mumbai Suburban, Nasik, Thane, Cooch Behar, Murshidabad. The organization is among top ranking NGOs in the country which is unique in running a two year diploma course for madrasa graduates since 1994. It has practically shown the way to meaningful madrasa modernization. The course consists of English language and literature, information technology and comparative study of major religion and cultures with other modern subjects. MMERC conducts researches done by the madrasa graduates in English on modern topics with an Indian Muslims perspective. 20 research theses on various topics like Human Rights, Modern Economy and Women Rights etc. have so far been completed and two of them are published by a Delhi based reputed publisher. The organization has remarkably worked for rescue and relief during Mumbai flood in 2005, Bihar and Assam flood in 2007 and 2008. It has also rehabilitated around 200 families who were either victims of flood in Bihar and Assam or victims of Padma river erosion in Murshidabad district of West Bengal. As per the requirement occasional free medical camps are established at various places at different time. Very recently in the first week of July 2009 the organization has established a free medical camp for the victims of Behrampara fire in BAndhra district of Mumbai. The Organization runs part time schools for rural and slum dweller children for free. It also organizes moral inculcating summer and winter camps for children who are from well to do families and go to English medium schools. Published and distributed free booklet on various issues especially on education, literacy and social upliftment. MMERC conducts seminars, symposium, workshop and conferences on education, literacy, social and civic issues. It has given away awards and felicitated Maharashtra HSC toppers, UPSC winners from Maharashtra and Assam"
"Mary’s Clan, Mumbai","Mt. Mary’s Basilica, Mt. Mary Road, BAndhra West
Mumbai","400050
Maharashtra",,91-98203 49299,marysclan@gmail.com,,Bosco Pereira,Care and help male chronic alcoholics to change.,"Indoctrinate them about the evils of alcoholism and educate, encourage and help them to lead a sober life thereby ensuring that they become responsible and changed human beings"
"Massey Ministries, Mumbai","504-B10 Sector 5, Charkop Kandivli (W)
Mumbai","400067
Maharashtra","91-22-32096989, 91-22-65246989",,jesuswalk@rediffmail.co / jesus@masseyministries,http://www.masseyministries.org,Dr.L.E.Massey,,"Adivasi (trible), oldage, village people education"
"Master Chander Sangeet Academy, Mumbai","25, Road 2 Shrinathji Bldg, Shivaji Park
Mumbai","400028
Maharashtra",91-22-24456476,91-98194 45058,gauravdamwani@hotmail.com,,Mahesh Chander,To spread sindhi music.,To spread sindhi/non-sindhi music among youngsters
"Matrika Foundation, Mumbai","4, Vasudhara, Dr. Charatsingh Colony
Mumbai","400093
Maharashtra",91-22-28994040,,matrikango@hotmail.com,,Kiran More,Fund Raising,"Education, rural entprenure development, womens empowerment, enviornment"
"Media Matters- A Centre for Development Support Communication, Mumbai","400 Sai Section, Ambernath East
Mumbai","421501
Maharashtra",95-251-2606929,,mediamatters@vsnl.com,,Prabir Bose,"Information and Communications Technology, Media","Media Matters works with the purpose of bringing skills and precision to the use of media. It conducts various research programmes and experiments with media forms and the dynamics of communication, provides media and communication services to various organisations and imparts skill training in media and communication"
"MelJol, Mumbai","Room No. 117, Third Floor, Gilder Lane Municipal School
Mumbai","400008
Maharashtra",91-22-3081050,,meljolmumbai@yahoo.co.in,,Pearl Tiwari,Education,"MelJol is a non-profit organisation working with children. It sensitises them about their rights and responsibilities within the context of the UN Convention on the rights of the child. It consists of a team of dedicated and professionally trained social workers and child development professionals whose mission is to nurture a generation that truly believes in equal rights, opportunities and responsibilities for all. It disseminates information through direct intervention with children in school and communities, teachers and publication of material"
"Men Against Violence and Abuse, Mumbai","12-A Parishram Building, 1st Floor, Bhandar Lane, Lady Jamshedji Road Mahim
Mumbai","400016
Maharashtra",91-22-24360631,,,,Harish Sadani,Women’s issues,"MAVA is India’s only organisation run by men working on gender issues, which have been largely seen in society as women’s issues. The organisation aims at bringing about attitudinal change especially in men, thereby preventing/tackling violence and abuse of women. The organisation has focussed its work on domestic violence against women. Gender sensitisation for various groups, counselling and guidance to needy couples facing marital conflict, networking are on going programmes"
"Mewsic India Foundation, Mumbai","4 Satguru Shopping Center, 3rd Road, Khar
Mumbai
Maharashtra
400052", , ,92234 99160,andres.gaikwad@mewsic.in,www.mewsic.in,Andres Gaikwad,"Art And Culture, Child Welfare, Cultural Issues, Development (General), Disadvantaged Communities, Education, Health, Youth Derhealing & Development Through Music For Unpriviledged Kids And Cancer Patients.","To make mewsic widely recognized and used as a powerful tool to heal, educate, empower and advocate for underprivileged children in india. Mission mewsic catalyses the development process in underprivileged children through music"
"Midas Trust, Mumbai","F-3, Vaibhav Co-Op Hsg. Society, Opp. Import Warehouse, Sahar, Andheri East
Mumbai","400099
Maharashtra",91-22-28224545,91-98196 12268,shaji@midastrust.org,http://www.midastrust.org,Shaji,Rural and tribal development.,"Helping to the needy and deserve people and also start educational institusion, hospitals, old age home, and developing to the rural and tribal area"
"Mission of Compassion, Mumbai","Zion Bridavan Society, CTS 1817
Mumbai","400095
Maharashtra",,91-98339 44417,samson.suresh@gmail.com,,Samson Suresh,To help the haressed and rehabilitate their lives.,"Mission of compassion is a charitable public trust that will work among the destitute women and juvenile prisoners to help them with counselling, training and rehabilitating their life"
"Mitra medical & Educational Trust, Mumbai","3/6 Haji Ali, Govt Colony
Mumbai","400034
Maharashtra",91-22-26898557,91-96043 87860,drkiranb@hotmail.com,,Dr. Kiran Borude,Health,To provide the qulity affordable health care services to the needy & poor section of the society
"MOB, Mumbai","522, Brahmasiddghi Bldg., S V Road, Prabhadevi, Century Bazar
Mumbai","400025
Maharashtra",91-22-24385122,,mob_india@rediffmail.com,http://www.mobindia.org,Girish Dhoke,"Environment, education, health.","In deep belief in gandhian thoughts & ideology mob is working on three basic areas of concern that is environment, education, health. In environment our focus is on water. We try to aware society about water conservation & rainwater harvesting"
"Mobile Creches, Mumbai","Oxford House, 2nd Floor, Apollo Bunder Colaba
Mumbai","400001
Maharashtra",91-22-22020869,,kochar@bom3.vsnl.net.in,,Mrinalini Kochar,"Child welfare, Education, Food and Nutrition","Mobile Creches provides integrated day care for children of working mothers, mostly those employed on construction sites. Mobile Creches, Mumbai has been established since 1972, with the vision that every child should have the kind of childhood, which gives them opportunity to develop their whole personality. This would effect from the basis for and would determine the child?s adult life. Over the years in accordance with the child?s needs several programmes for different age groups birth 12 years have been initiated"
"Mobilized Action to Reach The Goal, Mumbai","22/242, CGS Qtrs
Mumbai","400086
Maharashtra",,91-98678 45642,panigrahisantosh79@gmail.com,,Santosh Panigrahi,Youth development,To identify and develop the inner strength of the youth for their self-development. To expose them to socio-economic realities to play a role as a responsible citizen. To organize various awareness programmes to educate people about socio-cultural realities. To act as a support group for social movements
